# Dark Matter Relic Abundance for Singlet-Doublet Model
#############################################
# Parameter explanation:
# mS: mass parameter of the singlet scalar
# mD: mass parameter of the doublet scalar
# YChi: Yukawa coupling of the singlet scalar to the doublet scalar
# ThetaY: mixing angle between the two Yukawa couplings, defined as ArcTan(Y2/Y1)
# MN1, MN2, MN3: mass eigenvalues of the neutralino-like Majorana fermions
# MChi: physical mass of the chargino-like Dirac fermion
# Xf: dimensionless freeze-out temperature parameter
# Omegah2: dark matter relic density times dimensionless Hubble rate squared
# Note: The masses are in GeV, ThetaY is in radians
# Format: mS,mD,YChi,ThetaY,Xf,Omegah2
#############################################
mS,mD,YChi,ThetaY,MN1,MN2,MN3,MChi,Xf,Omegah2
1900.00,1300.00,1.00,2.36,1253.14,1300.00,1946.86,1300.00,26.58,2.11e-01
2000.00,1300.00,1.00,2.36,1259.09,1300.00,2040.91,1300.00,26.66,2.05e-01
1400.00,1400.00,1.00,2.36,1225.90,1400.00,1574.10,1400.00,25.47,4.06e-01
1500.00,1400.00,1.00,2.36,1268.86,1400.00,1631.14,1400.00,25.73,3.72e-01
1600.00,1400.00,1.00,2.36,1299.22,1400.00,1700.78,1400.00,25.97,3.25e-01
1700.00,1400.00,1.00,2.36,1320.19,1400.00,1779.81,1400.00,26.21,2.87e-01
1800.00,1400.00,1.00,2.36,1334.84,1400.00,1865.16,1400.00,26.39,2.63e-01
1900.00,1400.00,1.00,2.36,1345.35,1400.00,1954.65,1400.00,26.50,2.47e-01
2000.00,1400.00,1.00,2.36,1353.14,1400.00,2046.86,1400.00,26.59,2.37e-01
1500.00,1500.00,1.00,2.36,1325.90,1500.00,1674.10,1500.00,25.45,4.59e-01
1600.00,1500.00,1.00,2.36,1368.86,1500.00,1731.14,1500.00,25.72,4.13e-01
1700.00,1500.00,1.00,2.36,1399.22,1500.00,1800.78,1500.00,25.97,3.58e-01
1800.00,1500.00,1.00,2.36,1420.19,1500.00,1879.81,1500.00,26.20,3.17e-01
1900.00,1500.00,1.00,2.36,1434.84,1500.00,1965.16,1500.00,26.37,2.91e-01
2000.00,1500.00,1.00,2.36,1445.35,1500.00,2054.65,1500.00,26.48,2.74e-01
1600.00,1600.00,1.00,2.36,1425.90,1600.00,1774.10,1600.00,25.43,5.13e-01
1700.00,1600.00,1.00,2.36,1468.86,1600.00,1831.14,1600.00,25.72,4.55e-01
1800.00,1600.00,1.00,2.36,1499.22,1600.00,1900.78,1600.00,25.97,3.93e-01
1900.00,1600.00,1.00,2.36,1520.19,1600.00,1979.81,1600.00,26.20,3.48e-01
2000.00,1600.00,1.00,2.36,1534.84,1600.00,2065.16,1600.00,26.35,3.20e-01
1700.00,1700.00,1.00,2.36,1525.90,1700.00,1874.10,1700.00,25.45,5.68e-01
1800.00,1700.00,1.00,2.36,1568.86,1700.00,1931.14,1700.00,25.73,4.98e-01
1900.00,1700.00,1.00,2.36,1599.22,1700.00,2000.78,1700.00,25.96,4.28e-01
2000.00,1700.00,1.00,2.36,1620.19,1700.00,2079.81,1700.00,26.19,3.80e-01
1800.00,1800.00,1.00,2.36,1625.90,1800.00,1974.10,1800.00,25.45,6.24e-01
1900.00,1800.00,1.00,2.36,1668.86,1800.00,2031.14,1800.00,25.73,5.42e-01
2000.00,1800.00,1.00,2.36,1699.22,1800.00,2100.78,1800.00,25.96,4.65e-01
1900.00,1900.00,1.00,2.36,1725.90,1900.00,2074.10,1900.00,25.44,6.81e-01
2000.00,1900.00,1.00,2.36,1768.86,1900.00,2131.14,1900.00,25.73,5.86e-01
2000.00,2000.00,1.00,2.36,1825.90,2000.00,2174.10,2000.00,25.44,7.38e-01
1000.00,1000.00,1.00,3.14,880.85,1007.58,1126.73,1000.00,26.77,5.00e-02
1100.00,1000.00,1.00,3.14,919.54,1007.22,1187.68,1000.00,26.88,5.47e-02
1200.00,1000.00,1.00,3.14,942.81,1006.89,1264.09,1000.00,26.99,6.40e-02
1300.00,1000.00,1.00,3.14,956.81,1006.59,1349.78,1000.00,27.05,7.19e-02
1400.00,1000.00,1.00,3.14,965.71,1006.32,1440.61,1000.00,27.15,7.72e-02
1500.00,1000.00,1.00,3.14,971.72,1006.07,1534.34,1000.00,27.20,8.06e-02
1600.00,1000.00,1.00,3.14,976.01,1005.83,1629.83,1000.00,27.25,8.30e-02
1700.00,1000.00,1.00,3.14,979.19,1005.62,1726.42,1000.00,27.27,8.47e-02
1800.00,1000.00,1.00,3.14,981.65,1005.42,1823.77,1000.00,27.32,8.61e-02
1900.00,1000.00,1.00,3.14,983.60,1005.23,1921.63,1000.00,27.32,8.73e-02
2000.00,1000.00,1.00,3.14,985.18,1005.06,2019.88,1000.00,27.34,8.84e-02
1100.00,1100.00,1.00,3.14,980.48,1106.89,1226.41,1100.00,26.70,6.02e-02
1200.00,1100.00,1.00,3.14,1019.31,1106.59,1287.28,1100.00,26.84,6.57e-02
1300.00,1100.00,1.00,3.14,1042.68,1106.32,1363.64,1100.00,26.96,7.64e-02
1400.00,1100.00,1.00,3.14,1056.73,1106.06,1449.33,1100.00,27.02,8.54e-02
1500.00,1100.00,1.00,3.14,1065.66,1105.83,1540.17,1100.00,27.13,9.12e-02
1600.00,1100.00,1.00,3.14,1071.69,1105.62,1633.93,1100.00,27.19,9.50e-02
1700.00,1100.00,1.00,3.14,1075.98,1105.42,1729.44,1100.00,27.20,9.76e-02
1800.00,1100.00,1.00,3.14,1079.17,1105.23,1826.05,1100.00,27.23,9.96e-02
1900.00,1100.00,1.00,3.14,1081.64,1105.06,1923.42,1100.00,27.27,1.01e-01
2000.00,1100.00,1.00,3.14,1083.59,1104.89,2021.31,1100.00,27.30,1.03e-01
1200.00,1200.00,1.00,3.14,1080.17,1206.32,1326.15,1200.00,26.64,7.15e-02
1300.00,1200.00,1.00,3.14,1119.13,1206.06,1386.94,1200.00,26.80,7.78e-02
1400.00,1200.00,1.00,3.14,1142.57,1205.83,1463.26,1200.00,26.91,8.99e-02
1500.00,1200.00,1.00,3.14,1156.67,1205.61,1548.95,1200.00,27.01,9.99e-02
1600.00,1200.00,1.00,3.14,1165.62,1205.41,1639.80,1200.00,27.07,1.06e-01
1700.00,1200.00,1.00,3.14,1171.66,1205.23,1733.57,1200.00,27.12,1.11e-01
1800.00,1200.00,1.00,3.14,1175.96,1205.05,1829.10,1200.00,27.18,1.13e-01
1900.00,1200.00,1.00,3.14,1179.16,1204.89,1925.73,1200.00,27.19,1.16e-01
2000.00,1200.00,1.00,3.14,1181.62,1204.74,2023.12,1200.00,27.21,1.17e-01
1300.00,1300.00,1.00,3.14,1179.91,1305.83,1425.92,1300.00,26.60,8.36e-02
1400.00,1300.00,1.00,3.14,1218.97,1305.61,1486.64,1300.00,26.76,9.08e-02
1500.00,1300.00,1.00,3.14,1242.48,1305.41,1562.94,1300.00,26.88,1.05e-01
1600.00,1300.00,1.00,3.14,1256.61,1305.23,1648.62,1300.00,26.98,1.16e-01
1700.00,1300.00,1.00,3.14,1265.58,1305.05,1739.47,1300.00,27.02,1.23e-01
1800.00,1300.00,1.00,3.14,1271.63,1304.89,1833.26,1300.00,27.09,1.27e-01
1900.00,1300.00,1.00,3.14,1275.94,1304.74,1928.80,1300.00,27.11,1.30e-01
2000.00,1300.00,1.00,3.14,1279.14,1304.59,2025.45,1300.00,27.15,1.33e-01
1400.00,1400.00,1.00,3.14,1279.69,1405.41,1525.73,1400.00,26.55,9.68e-02
1500.00,1400.00,1.00,3.14,1318.84,1405.23,1586.39,1400.00,26.73,1.05e-01
1600.00,1400.00,1.00,3.14,1342.40,1405.05,1662.65,1400.00,26.85,1.20e-01
1700.00,1400.00,1.00,3.14,1356.56,1404.89,1748.33,1400.00,26.95,1.32e-01
1800.00,1400.00,1.00,3.14,1365.55,1404.74,1839.19,1400.00,27.00,1.40e-01
1900.00,1400.00,1.00,3.14,1371.61,1404.59,1932.98,1400.00,27.03,1.45e-01
2000.00,1400.00,1.00,3.14,1375.92,1404.46,2028.53,1400.00,27.07,1.48e-01
1500.00,1500.00,1.00,3.14,1379.49,1505.05,1625.56,1500.00,26.55,1.11e-01
1600.00,1500.00,1.00,3.14,1418.72,1504.89,1686.17,1500.00,26.70,1.20e-01
1700.00,1500.00,1.00,3.14,1442.33,1504.74,1762.40,1500.00,26.81,1.37e-01
1800.00,1500.00,1.00,3.14,1456.52,1504.59,1848.07,1500.00,26.90,1.50e-01
1900.00,1500.00,1.00,3.14,1465.52,1504.46,1938.94,1500.00,26.98,1.59e-01
2000.00,1500.00,1.00,3.14,1471.59,1504.33,2032.74,1500.00,27.02,1.64e-01
1600.00,1600.00,1.00,3.14,1479.33,1604.74,1725.41,1600.00,26.52,1.26e-01
1700.00,1600.00,1.00,3.14,1518.62,1604.59,1785.97,1600.00,26.66,1.36e-01
1800.00,1600.00,1.00,3.14,1542.27,1604.46,1862.18,1600.00,26.78,1.55e-01
1900.00,1600.00,1.00,3.14,1556.49,1604.33,1947.84,1600.00,26.86,1.69e-01
2000.00,1600.00,1.00,3.14,1565.50,1604.21,2038.71,1600.00,26.94,1.78e-01
1700.00,1700.00,1.00,3.14,1579.18,1704.46,1825.28,1700.00,26.49,1.42e-01
1800.00,1700.00,1.00,3.14,1618.53,1704.33,1885.80,1700.00,26.63,1.53e-01
1900.00,1700.00,1.00,3.14,1642.22,1704.21,1961.99,1700.00,26.75,1.74e-01
2000.00,1700.00,1.00,3.14,1656.46,1704.10,2047.64,1700.00,26.83,1.89e-01
1800.00,1800.00,1.00,3.14,1679.05,1804.21,1925.16,1800.00,26.46,1.59e-01
1900.00,1800.00,1.00,3.14,1718.45,1804.10,1985.64,1800.00,26.60,1.72e-01
2000.00,1800.00,1.00,3.14,1742.18,1803.99,2061.81,1800.00,26.71,1.94e-01
1900.00,1900.00,1.00,3.14,1778.93,1903.99,2025.06,1900.00,26.44,1.77e-01
2000.00,1900.00,1.00,3.14,1818.38,1903.89,2085.50,1900.00,26.57,1.91e-01
2000.00,2000.00,1.00,3.14,1878.83,2003.79,2124.96,2000.00,26.41,1.97e-01
1000.00,1000.00,1.00,3.93,1000.00,1015.04,1015.04,1000.00,28.09,6.50e-02
1100.00,1000.00,1.00,3.93,1000.00,1014.34,1114.34,1000.00,27.58,8.80e-02
1200.00,1000.00,1.00,3.93,1000.00,1013.69,1213.69,1000.00,27.47,9.18e-02
1300.00,1000.00,1.00,3.93,1000.00,1013.10,1313.10,1000.00,27.46,9.44e-02
1400.00,1000.00,1.00,3.93,1000.00,1012.56,1412.56,1000.00,27.43,9.64e-02
1500.00,1000.00,1.00,3.93,1000.00,1012.07,1512.07,1000.00,27.43,9.81e-02
1600.00,1000.00,1.00,3.93,1000.00,1011.61,1611.61,1000.00,27.41,9.94e-02
1700.00,1000.00,1.00,3.93,1000.00,1011.18,1711.18,1000.00,27.42,1.00e-01
1800.00,1000.00,1.00,3.93,1000.00,1010.78,1810.78,1000.00,27.41,1.01e-01
1900.00,1000.00,1.00,3.93,1000.00,1010.42,1910.42,1000.00,27.41,1.02e-01
2000.00,1000.00,1.00,3.93,1000.00,1010.07,2010.07,1000.00,27.40,1.02e-01
1100.00,1100.00,1.00,3.93,1100.00,1113.69,1113.69,1100.00,28.04,7.59e-02
1200.00,1100.00,1.00,3.93,1100.00,1113.10,1213.10,1100.00,27.52,1.04e-01
1300.00,1100.00,1.00,3.93,1100.00,1112.56,1312.56,1100.00,27.41,1.09e-01
1400.00,1100.00,1.00,3.93,1100.00,1112.07,1412.07,1100.00,27.39,1.12e-01
1500.00,1100.00,1.00,3.93,1100.00,1111.61,1511.61,1100.00,27.36,1.14e-01
1600.00,1100.00,1.00,3.93,1100.00,1111.18,1611.18,1100.00,27.34,1.16e-01
1700.00,1100.00,1.00,3.93,1100.00,1110.78,1710.78,1100.00,27.34,1.18e-01
1800.00,1100.00,1.00,3.93,1100.00,1110.42,1810.42,1100.00,27.33,1.19e-01
1900.00,1100.00,1.00,3.93,1100.00,1110.07,1910.07,1100.00,27.31,1.20e-01
2000.00,1100.00,1.00,3.93,1100.00,1109.75,2009.75,1100.00,27.31,1.21e-01
1200.00,1200.00,1.00,3.93,1200.00,1212.56,1212.56,1200.00,27.97,8.76e-02
1300.00,1200.00,1.00,3.93,1200.00,1212.07,1312.07,1200.00,27.47,1.22e-01
1400.00,1200.00,1.00,3.93,1200.00,1211.61,1411.61,1200.00,27.33,1.28e-01
1500.00,1200.00,1.00,3.93,1200.00,1211.18,1511.18,1200.00,27.31,1.31e-01
1600.00,1200.00,1.00,3.93,1200.00,1210.78,1610.78,1200.00,27.31,1.34e-01
1700.00,1200.00,1.00,3.93,1200.00,1210.42,1710.42,1200.00,27.28,1.36e-01
1800.00,1200.00,1.00,3.93,1200.00,1210.07,1810.07,1200.00,27.26,1.38e-01
1900.00,1200.00,1.00,3.93,1200.00,1209.75,1909.75,1200.00,27.24,1.40e-01
2000.00,1200.00,1.00,3.93,1200.00,1209.44,2009.44,1200.00,27.23,1.41e-01
1300.00,1300.00,1.00,3.93,1300.00,1311.61,1311.61,1300.00,27.92,1.00e-01
1400.00,1300.00,1.00,3.93,1300.00,1311.18,1411.18,1300.00,27.41,1.40e-01
1500.00,1300.00,1.00,3.93,1300.00,1310.78,1510.78,1300.00,27.30,1.48e-01
1600.00,1300.00,1.00,3.93,1300.00,1310.42,1610.42,1300.00,27.23,1.52e-01
1700.00,1300.00,1.00,3.93,1300.00,1310.07,1710.07,1300.00,27.22,1.55e-01
1800.00,1300.00,1.00,3.93,1300.00,1309.75,1809.75,1300.00,27.19,1.57e-01
1900.00,1300.00,1.00,3.93,1300.00,1309.44,1909.44,1300.00,27.18,1.60e-01
2000.00,1300.00,1.00,3.93,1300.00,1309.16,2009.16,1300.00,27.17,1.62e-01
1400.00,1400.00,1.00,3.93,1400.00,1410.78,1410.78,1400.00,27.86,1.14e-01
1500.00,1400.00,1.00,3.93,1400.00,1410.42,1510.42,1400.00,27.37,1.60e-01
1600.00,1400.00,1.00,3.93,1400.00,1410.07,1610.07,1400.00,27.22,1.69e-01
1700.00,1400.00,1.00,3.93,1400.00,1409.75,1709.75,1400.00,27.17,1.73e-01
1800.00,1400.00,1.00,3.93,1400.00,1409.44,1809.44,1400.00,27.16,1.77e-01
1900.00,1400.00,1.00,3.93,1400.00,1409.16,1909.16,1400.00,27.14,1.80e-01
2000.00,1400.00,1.00,3.93,1400.00,1408.89,2008.89,1400.00,27.11,1.83e-01
1500.00,1500.00,1.00,3.93,1500.00,1510.07,1510.07,1500.00,27.81,1.28e-01
1600.00,1500.00,1.00,3.93,1500.00,1509.75,1609.75,1500.00,27.33,1.80e-01
1700.00,1500.00,1.00,3.93,1500.00,1509.44,1709.44,1500.00,27.18,1.92e-01
1800.00,1500.00,1.00,3.93,1500.00,1509.16,1809.16,1500.00,27.10,1.97e-01
1900.00,1500.00,1.00,3.93,1500.00,1508.89,1908.89,1500.00,27.10,2.01e-01
2000.00,1500.00,1.00,3.93,1500.00,1508.64,2008.64,1500.00,27.07,2.04e-01
1600.00,1600.00,1.00,3.93,1600.00,1609.44,1609.44,1600.00,27.74,1.43e-01
1700.00,1600.00,1.00,3.93,1600.00,1609.16,1709.16,1600.00,27.30,2.02e-01
1800.00,1600.00,1.00,3.93,1600.00,1608.89,1808.89,1600.00,27.14,2.15e-01
1900.00,1600.00,1.00,3.93,1600.00,1608.64,1908.64,1600.00,27.05,2.21e-01
2000.00,1600.00,1.00,3.93,1600.00,1608.40,2008.40,1600.00,27.03,2.26e-01
1700.00,1700.00,1.00,3.93,1700.00,1708.89,1708.89,1700.00,27.70,1.59e-01
1800.00,1700.00,1.00,3.93,1700.00,1708.64,1808.64,1700.00,27.23,2.25e-01
1900.00,1700.00,1.00,3.93,1700.00,1708.40,1908.40,1700.00,27.06,2.40e-01
2000.00,1700.00,1.00,3.93,1700.00,1708.17,2008.17,1700.00,27.00,2.47e-01
1800.00,1800.00,1.00,3.93,1800.00,1808.40,1808.40,1800.00,27.65,1.76e-01
1900.00,1800.00,1.00,3.93,1800.00,1808.17,1908.17,1800.00,27.20,2.48e-01
2000.00,1800.00,1.00,3.93,1800.00,1807.96,2007.96,1800.00,27.01,2.67e-01
1900.00,1900.00,1.00,3.93,1900.00,1907.96,1907.96,1900.00,27.57,1.94e-01
2000.00,1900.00,1.00,3.93,1900.00,1907.76,2007.76,1900.00,27.20,2.73e-01
2000.00,2000.00,1.00,3.93,2000.00,2007.56,2007.56,2000.00,27.54,2.12e-01
1000.00,1000.00,1.00,4.71,880.85,1007.58,1126.73,1000.00,26.77,5.00e-02
1100.00,1000.00,1.00,4.71,919.54,1007.22,1187.68,1000.00,26.88,5.47e-02
1200.00,1000.00,1.00,4.71,942.81,1006.89,1264.09,1000.00,26.99,6.40e-02
1300.00,1000.00,1.00,4.71,956.81,1006.59,1349.78,1000.00,27.05,7.19e-02
1400.00,1000.00,1.00,4.71,965.71,1006.32,1440.61,1000.00,27.15,7.72e-02
1500.00,1000.00,1.00,4.71,971.72,1006.07,1534.34,1000.00,27.20,8.06e-02
1600.00,1000.00,1.00,4.71,976.01,1005.83,1629.83,1000.00,27.25,8.30e-02
1700.00,1000.00,1.00,4.71,979.19,1005.62,1726.42,1000.00,27.27,8.47e-02
1800.00,1000.00,1.00,4.71,981.65,1005.42,1823.77,1000.00,27.32,8.61e-02
1900.00,1000.00,1.00,4.71,983.60,1005.23,1921.63,1000.00,27.32,8.73e-02
2000.00,1000.00,1.00,4.71,985.18,1005.06,2019.88,1000.00,27.34,8.84e-02
1100.00,1100.00,1.00,4.71,980.48,1106.89,1226.41,1100.00,26.70,6.02e-02
1200.00,1100.00,1.00,4.71,1019.31,1106.59,1287.28,1100.00,26.84,6.57e-02
1300.00,1100.00,1.00,4.71,1042.68,1106.32,1363.64,1100.00,26.96,7.64e-02
1400.00,1100.00,1.00,4.71,1056.73,1106.06,1449.33,1100.00,27.02,8.54e-02
1500.00,1100.00,1.00,4.71,1065.66,1105.83,1540.17,1100.00,27.13,9.12e-02
1600.00,1100.00,1.00,4.71,1071.69,1105.62,1633.93,1100.00,27.19,9.50e-02
1700.00,1100.00,1.00,4.71,1075.98,1105.42,1729.44,1100.00,27.20,9.76e-02
1800.00,1100.00,1.00,4.71,1079.17,1105.23,1826.05,1100.00,27.23,9.96e-02
1900.00,1100.00,1.00,4.71,1081.64,1105.06,1923.42,1100.00,27.27,1.01e-01
2000.00,1100.00,1.00,4.71,1083.59,1104.89,2021.31,1100.00,27.30,1.03e-01
1200.00,1200.00,1.00,4.71,1080.17,1206.32,1326.15,1200.00,26.64,7.15e-02
1300.00,1200.00,1.00,4.71,1119.13,1206.06,1386.94,1200.00,26.80,7.78e-02
1400.00,1200.00,1.00,4.71,1142.57,1205.83,1463.26,1200.00,26.91,8.99e-02
1500.00,1200.00,1.00,4.71,1156.67,1205.61,1548.95,1200.00,27.01,9.99e-02
1600.00,1200.00,1.00,4.71,1165.62,1205.41,1639.80,1200.00,27.07,1.06e-01
1700.00,1200.00,1.00,4.71,1171.66,1205.23,1733.57,1200.00,27.12,1.11e-01
1800.00,1200.00,1.00,4.71,1175.96,1205.05,1829.10,1200.00,27.18,1.13e-01
1900.00,1200.00,1.00,4.71,1179.16,1204.89,1925.73,1200.00,27.19,1.16e-01
2000.00,1200.00,1.00,4.71,1181.62,1204.74,2023.12,1200.00,27.21,1.17e-01
1300.00,1300.00,1.00,4.71,1179.91,1305.83,1425.92,1300.00,26.60,8.36e-02
1400.00,1300.00,1.00,4.71,1218.97,1305.61,1486.64,1300.00,26.76,9.08e-02
1500.00,1300.00,1.00,4.71,1242.48,1305.41,1562.94,1300.00,26.88,1.05e-01
1600.00,1300.00,1.00,4.71,1256.61,1305.23,1648.62,1300.00,26.98,1.16e-01
1700.00,1300.00,1.00,4.71,1265.58,1305.05,1739.47,1300.00,27.02,1.23e-01
1800.00,1300.00,1.00,4.71,1271.63,1304.89,1833.26,1300.00,27.09,1.27e-01
1900.00,1300.00,1.00,4.71,1275.94,1304.74,1928.80,1300.00,27.11,1.30e-01
2000.00,1300.00,1.00,4.71,1279.14,1304.59,2025.45,1300.00,27.15,1.33e-01
1400.00,1400.00,1.00,4.71,1279.69,1405.41,1525.73,1400.00,26.55,9.68e-02
1500.00,1400.00,1.00,4.71,1318.84,1405.23,1586.39,1400.00,26.73,1.05e-01
1600.00,1400.00,1.00,4.71,1342.40,1405.05,1662.65,1400.00,26.85,1.20e-01
1700.00,1400.00,1.00,4.71,1356.56,1404.89,1748.33,1400.00,26.95,1.32e-01
1800.00,1400.00,1.00,4.71,1365.55,1404.74,1839.19,1400.00,27.00,1.40e-01
1900.00,1400.00,1.00,4.71,1371.61,1404.59,1932.98,1400.00,27.03,1.45e-01
2000.00,1400.00,1.00,4.71,1375.92,1404.46,2028.53,1400.00,27.07,1.48e-01
1500.00,1500.00,1.00,4.71,1379.49,1505.05,1625.56,1500.00,26.55,1.11e-01
1600.00,1500.00,1.00,4.71,1418.72,1504.89,1686.17,1500.00,26.70,1.20e-01
1700.00,1500.00,1.00,4.71,1442.33,1504.74,1762.40,1500.00,26.81,1.37e-01
1800.00,1500.00,1.00,4.71,1456.52,1504.59,1848.07,1500.00,26.90,1.50e-01
1900.00,1500.00,1.00,4.71,1465.52,1504.46,1938.94,1500.00,26.98,1.59e-01
2000.00,1500.00,1.00,4.71,1471.59,1504.33,2032.74,1500.00,27.02,1.64e-01
1600.00,1600.00,1.00,4.71,1479.33,1604.74,1725.41,1600.00,26.52,1.26e-01
1700.00,1600.00,1.00,4.71,1518.62,1604.59,1785.97,1600.00,26.66,1.36e-01
1800.00,1600.00,1.00,4.71,1542.27,1604.46,1862.18,1600.00,26.78,1.55e-01
1900.00,1600.00,1.00,4.71,1556.49,1604.33,1947.84,1600.00,26.86,1.69e-01
2000.00,1600.00,1.00,4.71,1565.50,1604.21,2038.71,1600.00,26.94,1.78e-01
1700.00,1700.00,1.00,4.71,1579.18,1704.46,1825.28,1700.00,26.49,1.42e-01
1800.00,1700.00,1.00,4.71,1618.53,1704.33,1885.80,1700.00,26.63,1.53e-01
1900.00,1700.00,1.00,4.71,1642.22,1704.21,1961.99,1700.00,26.75,1.74e-01
2000.00,1700.00,1.00,4.71,1656.46,1704.10,2047.64,1700.00,26.83,1.89e-01
1800.00,1800.00,1.00,4.71,1679.05,1804.21,1925.16,1800.00,26.46,1.59e-01
1900.00,1800.00,1.00,4.71,1718.45,1804.10,1985.64,1800.00,26.60,1.72e-01
2000.00,1800.00,1.00,4.71,1742.18,1803.99,2061.81,1800.00,26.71,1.94e-01
1900.00,1900.00,1.00,4.71,1778.93,1903.99,2025.06,1900.00,26.44,1.77e-01
2000.00,1900.00,1.00,4.71,1818.38,1903.89,2085.50,1900.00,26.57,1.91e-01
2000.00,2000.00,1.00,4.71,1878.83,2003.79,2124.96,2000.00,26.41,1.97e-01
1000.00,1000.00,1.00,5.50,825.90,1000.00,1174.10,1000.00,25.67,2.10e-01
1100.00,1000.00,1.00,5.50,868.86,1000.00,1231.14,1000.00,25.76,2.12e-01
1200.00,1000.00,1.00,5.50,899.22,1000.00,1300.78,1000.00,25.96,1.98e-01
1300.00,1000.00,1.00,5.50,920.19,1000.00,1379.81,1000.00,26.21,1.79e-01
1400.00,1000.00,1.00,5.50,934.84,1000.00,1465.16,1000.00,26.41,1.63e-01
1500.00,1000.00,1.00,5.50,945.35,1000.00,1554.65,1000.00,26.56,1.51e-01
1600.00,1000.00,1.00,5.50,953.14,1000.00,1646.86,1000.00,26.65,1.43e-01
1700.00,1000.00,1.00,5.50,959.09,1000.00,1740.91,1000.00,26.75,1.37e-01
1800.00,1000.00,1.00,5.50,963.75,1000.00,1836.25,1000.00,26.83,1.33e-01
1900.00,1000.00,1.00,5.50,967.49,1000.00,1932.51,1000.00,26.89,1.29e-01
2000.00,1000.00,1.00,5.50,970.55,1000.00,2029.45,1000.00,26.95,1.27e-01
1100.00,1100.00,1.00,5.50,925.90,1100.00,1274.10,1100.00,25.61,2.55e-01
1200.00,1100.00,1.00,5.50,968.86,1100.00,1331.14,1100.00,25.74,2.51e-01
1300.00,1100.00,1.00,5.50,999.22,1100.00,1400.78,1100.00,25.98,2.29e-01
1400.00,1100.00,1.00,5.50,1020.19,1100.00,1479.81,1100.00,26.21,2.05e-01
1500.00,1100.00,1.00,5.50,1034.84,1100.00,1565.16,1100.00,26.41,1.86e-01
1600.00,1100.00,1.00,5.50,1045.35,1100.00,1654.65,1100.00,26.55,1.73e-01
1700.00,1100.00,1.00,5.50,1053.14,1100.00,1746.86,1100.00,26.63,1.65e-01
1800.00,1100.00,1.00,5.50,1059.09,1100.00,1840.91,1100.00,26.72,1.58e-01
1900.00,1100.00,1.00,5.50,1063.75,1100.00,1936.25,1100.00,26.79,1.54e-01
2000.00,1100.00,1.00,5.50,1067.49,1100.00,2032.51,1100.00,26.85,1.50e-01
1200.00,1200.00,1.00,5.50,1025.90,1200.00,1374.10,1200.00,25.53,3.03e-01
1300.00,1200.00,1.00,5.50,1068.86,1200.00,1431.14,1200.00,25.73,2.91e-01
1400.00,1200.00,1.00,5.50,1099.22,1200.00,1500.78,1200.00,25.99,2.60e-01
1500.00,1200.00,1.00,5.50,1120.19,1200.00,1579.81,1200.00,26.22,2.31e-01
1600.00,1200.00,1.00,5.50,1134.84,1200.00,1665.16,1200.00,26.41,2.10e-01
1700.00,1200.00,1.00,5.50,1145.35,1200.00,1754.65,1200.00,26.54,1.97e-01
1800.00,1200.00,1.00,5.50,1153.14,1200.00,1846.86,1200.00,26.61,1.87e-01
1900.00,1200.00,1.00,5.50,1159.09,1200.00,1940.91,1200.00,26.69,1.81e-01
2000.00,1200.00,1.00,5.50,1163.75,1200.00,2036.25,1200.00,26.76,1.76e-01
1300.00,1300.00,1.00,5.50,1125.90,1300.00,1474.10,1300.00,25.51,3.54e-01
1400.00,1300.00,1.00,5.50,1168.86,1300.00,1531.14,1300.00,25.73,3.31e-01
1500.00,1300.00,1.00,5.50,1199.22,1300.00,1600.78,1300.00,25.99,2.92e-01
1600.00,1300.00,1.00,5.50,1220.19,1300.00,1679.81,1300.00,26.22,2.59e-01
1700.00,1300.00,1.00,5.50,1234.84,1300.00,1765.16,1300.00,26.40,2.36e-01
1800.00,1300.00,1.00,5.50,1245.35,1300.00,1854.65,1300.00,26.52,2.21e-01
1900.00,1300.00,1.00,5.50,1253.14,1300.00,1946.86,1300.00,26.58,2.11e-01
2000.00,1300.00,1.00,5.50,1259.09,1300.00,2040.91,1300.00,26.66,2.05e-01
1400.00,1400.00,1.00,5.50,1225.90,1400.00,1574.10,1400.00,25.47,4.06e-01
1500.00,1400.00,1.00,5.50,1268.86,1400.00,1631.14,1400.00,25.73,3.72e-01
1600.00,1400.00,1.00,5.50,1299.22,1400.00,1700.78,1400.00,25.97,3.25e-01
1700.00,1400.00,1.00,5.50,1320.19,1400.00,1779.81,1400.00,26.21,2.87e-01
1800.00,1400.00,1.00,5.50,1334.84,1400.00,1865.16,1400.00,26.39,2.63e-01
1900.00,1400.00,1.00,5.50,1345.35,1400.00,1954.65,1400.00,26.50,2.47e-01
2000.00,1400.00,1.00,5.50,1353.14,1400.00,2046.86,1400.00,26.59,2.37e-01
1500.00,1500.00,1.00,5.50,1325.90,1500.00,1674.10,1500.00,25.45,4.59e-01
1600.00,1500.00,1.00,5.50,1368.86,1500.00,1731.14,1500.00,25.72,4.13e-01
1700.00,1500.00,1.00,5.50,1399.22,1500.00,1800.78,1500.00,25.97,3.58e-01
1800.00,1500.00,1.00,5.50,1420.19,1500.00,1879.81,1500.00,26.20,3.17e-01
1900.00,1500.00,1.00,5.50,1434.84,1500.00,1965.16,1500.00,26.37,2.91e-01
2000.00,1500.00,1.00,5.50,1445.35,1500.00,2054.65,1500.00,26.48,2.74e-01
